# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/overall-score-lowest
# rows: 8475 (excluding this header and the column row)
# ranking: Texas campuses with the lowest overall score in 2025-26
# population: 8,475 campuses of 9,031 campuses are ranked here.
# population: 556 were not rated by TEA for 2025-26 and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
96,8475,17,015904113,Vestal Elem,Harlandale ISD,F,54,521,https://txschools.net/campus/vestal-elem-015904113
114,8475,22,227825003,Austin Achieve Northeast Elem,Austin Achieve Public Schools,F,55,877,https://txschools.net/campus/austin-achieve-northeast-elem-227825003
114,8475,22,161921104,Connally Elem,Connally ISD,F,55,269,https://txschools.net/campus/connally-elem-161921104
114,8475,22,101872001,Etoile Academy Charter School,Etoile Academy Charter School,F,55,686,https://txschools.net/campus/etoile-academy-charter-school-101872001
114,8475,22,188901110,George Washington Carver Early Childhood Academy,Amarillo ISD,F,55,278,https://txschools.net/campus/george-washington-carver-early-childhood-academy-188901110
114,8475,22,188901170,George Washington Carver Elem Academy,Amarillo ISD,F,55,337,https://txschools.net/campus/george-washington-carver-elem-academy-188901170
114,8475,22,057835103,Golden Rule Southwest,Golden Rule Charter School,F,55,187,https://txschools.net/campus/golden-rule-southwest-057835103
114,8475,22,067904042,Gorman MS,Gorman ISD,F,55,42,https://txschools.net/campus/gorman-ms-067904042
114,8475,22,227901116,Govalle Elem,Austin ISD,F,55,372,https://txschools.net/campus/govalle-elem-227901116
114,8475,22,250902101,Hawkins Elem,Hawkins ISD,F,55,367,https://txschools.net/campus/hawkins-elem-250902101
114,8475,22,108807122,IDEA Monterrey Park Academy,IDEA Public Schools,F,55,554,https://txschools.net/campus/idea-monterrey-park-academy-108807122
114,8475,22,071904101,L G Alarcon Elem,San Elizario ISD,F,55,297,https://txschools.net/campus/l-g-alarcon-elem-071904101
114,8475,22,220920101,Liberty Elem,White Settlement ISD,F,55,601,https://txschools.net/campus/liberty-elem-220920101
114,8475,22,015825101,Lighthouse Elem,Lighthouse Public Schools,F,55,289,https://txschools.net/campus/lighthouse-elem-015825101
114,8475,22,220901135,Miller Elem,Arlington ISD,F,55,524,https://txschools.net/campus/miller-elem-220901135
114,8475,22,232903044,Morales JH,Uvalde CISD,F,55,654,https://txschools.net/campus/morales-jh-232903044
114,8475,22,227901150,Norman-Sims Elem,Austin ISD,F,55,260,https://txschools.net/campus/norman-sims-elem-227901150
114,8475,22,201908101,Overton Elem,Overton ISD,F,55,266,https://txschools.net/campus/overton-elem-201908101
114,8475,22,015908106,Palo Alto Elem,South San Antonio ISD,F,55,441,https://txschools.net/campus/palo-alto-elem-015908106
114,8475,22,015916105,Park Village Blended Learning Academy,Judson ISD,F,55,343,https://txschools.net/campus/park-village-blended-learning-academy-015916105
114,8475,22,227901164,Pickle Elem,Austin ISD,F,55,349,https://txschools.net/campus/pickle-elem-227901164
114,8475,22,108907041,Sgt Manuel Chacon MS,Mercedes ISD,F,55,860,https://txschools.net/campus/sgt-manuel-chacon-ms-108907041
114,8475,22,015915113,Valley Hi Elem,Northside ISD,F,55,306,https://txschools.net/campus/valley-hi-elem-015915113
114,8475,22,243905131,Zundelowitz Elem,Wichita Falls ISD,F,55,507,https://txschools.net/campus/zundelowitz-elem-243905131
137,8475,22,015915123,Adams Hill Elem,Northside ISD,F,56,416,https://txschools.net/campus/adams-hill-elem-015915123
137,8475,22,036901041,Anahuac MS,Anahuac ISD,F,56,351,https://txschools.net/campus/anahuac-ms-036901041
137,8475,22,249903101,Bridgeport Elem,Bridgeport ISD,F,56,483,https://txschools.net/campus/bridgeport-elem-249903101
137,8475,22,249903102,Bridgeport Int,Bridgeport ISD,F,56,427,https://txschools.net/campus/bridgeport-int-249903102
137,8475,22,152901198,Carmona-Harrison Elem,Lubbock ISD,F,56,606,https://txschools.net/campus/carmona-harrison-elem-152901198
137,8475,22,194904103,Cheatham Elem,Clarksville ISD,F,56,236,https://txschools.net/campus/cheatham-elem-194904103
137,8475,22,068901107,Dowling Elem,Ector County ISD,F,56,570,https://txschools.net/campus/dowling-elem-068901107
137,8475,22,037904102,East Side Elem,Jacksonville ISD,F,56,615,https://txschools.net/campus/east-side-elem-037904102
137,8475,22,071810001,El Paso Leadership Academy,El Paso Leadership Academy,F,56,188,https://txschools.net/campus/el-paso-leadership-academy-071810001
137,8475,22,146904102,Hardin Elem,Hardin ISD,F,56,506,https://txschools.net/campus/hardin-elem-146904102
137,8475,22,137901105,Harvey Elem,Kingsville ISD,F,56,406,https://txschools.net/campus/harvey-elem-137901105
137,8475,22,146905041,Hull-Daisetta JH,Hull-Daisetta ISD,F,56,69,https://txschools.net/campus/hull-daisetta-jh-146905041
137,8475,22,108807127,IDEA Najim Academy,IDEA Public Schools,F,56,463,https://txschools.net/campus/idea-najim-academy-108807127
137,8475,22,129906107,J W Long Elem,Terrell ISD,F,56,664,https://txschools.net/campus/j-w-long-elem-129906107
137,8475,22,015916045,Judson MS,Judson ISD,F,56,749,https://txschools.net/campus/judson-ms-015916045
137,8475,22,177901104,Lone Star Online Academy,Roscoe Collegiate ISD,F,56,14329,https://txschools.net/campus/lone-star-online-academy-177901104
137,8475,22,227901156,Odom Elem,Austin ISD,F,56,271,https://txschools.net/campus/odom-elem-227901156
137,8475,22,227901129,Pecan Springs Elem,Austin ISD,F,56,240,https://txschools.net/campus/pecan-springs-elem-227901129
137,8475,22,057903046,Polk MS,Carrollton-Farmers Branch ISD,F,56,1096,https://txschools.net/campus/polk-ms-057903046
137,8475,22,007906101,Poteet Elem,Poteet ISD,F,56,530,https://txschools.net/campus/poteet-elem-007906101
137,8475,22,007906102,Poteet Int,Poteet ISD,F,56,450,https://txschools.net/campus/poteet-int-007906102
137,8475,22,129901101,W A Martin Elem,Crandall ISD,F,56,666,https://txschools.net/campus/w-a-martin-elem-129901101
137,8475,22,202905102,West Sabine Elem,West Sabine ISD,F,56,363,https://txschools.net/campus/west-sabine-elem-202905102
160,8475,27,101919046,Bammel MS,Spring ISD,F,57,773,https://txschools.net/campus/bammel-ms-101919046
160,8475,27,227910108,Baty Elem,Del Valle ISD,F,57,584,https://txschools.net/campus/baty-elem-227910108
160,8475,27,226903105,Bowie Elem,San Angelo ISD,F,57,358,https://txschools.net/campus/bowie-elem-226903105
160,8475,27,226903106,Bradford Elem,San Angelo ISD,F,57,450,https://txschools.net/campus/bradford-elem-226903106
160,8475,27,108810101,Brillante Academy,Brillante Academy,F,57,426,https://txschools.net/campus/brillante-academy-108810101
160,8475,27,011901112,Camino Real Elem,Bastrop ISD,F,57,954,https://txschools.net/campus/camino-real-elem-011901112
