# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/overall-score-gains
# rows: 7283 (excluding this header and the column row)
# ranking: Texas campuses with the largest overall score gains since 2021-22
# population: 7,283 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 363 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# methodology: TEA re-scored 2021-22 under the rules it adopted for 2022-23 and publishes that re-scoring as "2021-22 What If". This ranking reads the re-scored series, so the change spans one consistent methodology rather than a break.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,2021_22,2025_26,enrollment,url
801,7283,120,220908123,Carol Holt Elem,Mansfield ISD,A,9,84,93,435,https://txschools.net/campus/carol-holt-elem-220908123
801,7283,120,015912006,CAST STEM HS,Southwest ISD,A,9,85,94,233,https://txschools.net/campus/cast-stem-hs-015912006
801,7283,120,246909008,Cedar Ridge HS,Round Rock ISD,A,9,85,94,2701,https://txschools.net/campus/cedar-ridge-hs-246909008
801,7283,120,249904041,Chico MS,Chico ISD,C,9,67,76,119,https://txschools.net/campus/chico-ms-249904041
801,7283,120,084910011,Clear Falls HS,Clear Creek ISD,A,9,84,93,2517,https://txschools.net/campus/clear-falls-hs-084910011
801,7283,120,178904009,Coles HS and Educational Center,Corpus Christi ISD,A,9,84,93,115,https://txschools.net/campus/coles-hs-and-educational-center-178904009
801,7283,120,020907001,Columbia HS,Columbia-Brazoria ISD,B,9,74,83,908,https://txschools.net/campus/columbia-hs-020907001
801,7283,120,095902001,Cotton Center School,Cotton Center ISD,A,9,81,90,97,https://txschools.net/campus/cotton-center-school-095902001
801,7283,120,101907009,Cypress Springs HS,Cypress-Fairbanks ISD,B,9,75,84,2562,https://txschools.net/campus/cypress-springs-hs-101907009
801,7283,120,101912045,Deady MS,Houston ISD,A,9,82,91,360,https://txschools.net/campus/deady-ms-101912045
801,7283,120,057906001,Desoto HS,Desoto ISD,C,9,69,78,1902,https://txschools.net/campus/desoto-hs-057906001
801,7283,120,108902007,Donna North HS,Donna ISD,C,9,68,77,1905,https://txschools.net/campus/donna-north-hs-108902007
801,7283,120,220908127,Dr Sarah Jandrucko Academy for Early Learners,Mansfield ISD,A,9,82,91,336,https://txschools.net/campus/dr-sarah-jandrucko-academy-for-early-learners-220908127
801,7283,120,220902117,Foster Village Elem,Birdville ISD,A,9,81,90,409,https://txschools.net/campus/foster-village-elem-220902117
801,7283,120,086901102,Fredericksburg Elem,Fredericksburg ISD,B,9,74,83,722,https://txschools.net/campus/fredericksburg-elem-086901102
801,7283,120,066903002,Freer HS,Freer ISD,B,9,79,88,195,https://txschools.net/campus/freer-hs-066903002
801,7283,120,043905001,Frisco HS,Frisco ISD,B,9,79,88,1777,https://txschools.net/campus/frisco-hs-043905001
801,7283,120,175905001,Frost Secondary,Frost ISD,B,9,71,80,207,https://txschools.net/campus/frost-secondary-175905001
801,7283,120,120902001,Ganado HS,Ganado ISD,B,9,77,86,217,https://txschools.net/campus/ganado-hs-120902001
801,7283,120,184911101,Garner College and Career Preparatory Academy,Garner ISD,B,9,80,89,352,https://txschools.net/campus/garner-college-and-career-preparatory-academy-184911101
801,7283,120,088902104,Goliad Elem,Goliad ISD,B,9,74,83,516,https://txschools.net/campus/goliad-elem-088902104
801,7283,120,226907001,Grape Creek HS,Grape Creek ISD,A,9,85,94,309,https://txschools.net/campus/grape-creek-hs-226907001
801,7283,120,091917001,Gunter HS,Gunter ISD,A,9,81,90,385,https://txschools.net/campus/gunter-hs-091917001
801,7283,120,240901121,H B Zachry Elem,Laredo ISD,A,9,84,93,582,https://txschools.net/campus/h-b-zachry-elem-240901121
801,7283,120,101902013,Hall Success Academy,Aldine ISD,A,9,81,90,174,https://txschools.net/campus/hall-success-academy-101902013
801,7283,120,100905001,Hardin-Jefferson HS,Hardin-Jefferson ISD,A,9,86,95,794,https://txschools.net/campus/hardin-jefferson-hs-100905001
801,7283,120,021902107,Henderson Elem,Bryan ISD,B,9,76,85,504,https://txschools.net/campus/henderson-elem-021902107
801,7283,120,043907125,Herman Lawson Early Childhood School,McKinney ISD,A,9,85,94,505,https://txschools.net/campus/herman-lawson-early-childhood-school-043907125
801,7283,120,015907005,Highlands HS,San Antonio ISD,C,9,65,74,1416,https://txschools.net/campus/highlands-hs-015907005
801,7283,120,118902001,Irion HS,Irion County ISD,A,9,87,96,125,https://txschools.net/campus/irion-hs-118902001
801,7283,120,057912006,Jack E Singley Academy,Irving ISD,A,9,81,90,1688,https://txschools.net/campus/jack-e-singley-academy-057912006
801,7283,120,246907101,Jarrell Elem,Jarrell ISD,C,9,64,73,715,https://txschools.net/campus/jarrell-elem-246907101
801,7283,120,015915051,Jordan MS,Northside ISD,B,9,74,83,995,https://txschools.net/campus/jordan-ms-015915051
801,7283,120,057905200,Joseph J Rhoads Learning Center,Dallas ISD,B,9,76,85,112,https://txschools.net/campus/joseph-j-rhoads-learning-center-057905200
801,7283,120,126906001,Keene HS,Keene ISD,B,9,80,89,368,https://txschools.net/campus/keene-hs-126906001
801,7283,120,075902001,La Grange HS,La Grange ISD,B,9,78,87,607,https://txschools.net/campus/la-grange-hs-075902001
801,7283,120,057916042,Lake Highlands MS,Richardson ISD,B,9,79,88,1162,https://txschools.net/campus/lake-highlands-ms-057916042
801,7283,120,107910041,Lapoynor JH,Lapoynor ISD,B,9,78,87,91,https://txschools.net/campus/lapoynor-jh-107910041
801,7283,120,185904001,Lazbuddie School,Lazbuddie ISD,A,9,81,90,127,https://txschools.net/campus/lazbuddie-school-185904001
801,7283,120,019914101,Leary Elem,Leary ISD,A,9,81,90,106,https://txschools.net/campus/leary-elem-019914101
801,7283,120,015910001,Legacy of Educational Excellence HS,North East ISD,C,9,69,78,2001,https://txschools.net/campus/legacy-of-educational-excellence-hs-015910001
801,7283,120,105906005,Lehman HS,Hays CISD,B,9,73,82,2165,https://txschools.net/campus/lehman-hs-105906005
801,7283,120,140904001,Littlefield HS,Littlefield ISD,A,9,84,93,358,https://txschools.net/campus/littlefield-hs-140904001
801,7283,120,140904041,Littlefield JH,Littlefield ISD,B,9,77,86,257,https://txschools.net/campus/littlefield-jh-140904041
801,7283,120,105906004,Live Oak Academy,Hays CISD,B,9,75,84,156,https://txschools.net/campus/live-oak-academy-105906004
801,7283,120,246908102,Louine Noble Elem,Liberty Hill ISD,B,9,79,88,808,https://txschools.net/campus/louine-noble-elem-246908102
801,7283,120,227907001,Manor HS,Manor ISD,C,9,64,73,2210,https://txschools.net/campus/manor-hs-227907001
801,7283,120,220908007,Mansfield Lake Ridge HS,Mansfield ISD,A,9,87,96,2677,https://txschools.net/campus/mansfield-lake-ridge-hs-220908007
801,7283,120,174909001,Martinsville School,Martinsville ISD,B,9,79,88,315,https://txschools.net/campus/martinsville-school-174909001
801,7283,120,123907009,Memorial HS,Port Arthur ISD,C,9,67,76,1980,https://txschools.net/campus/memorial-hs-123907009
801,7283,120,015908112,Miguel Carrillo Jr Elem,South San Antonio ISD,B,9,73,82,527,https://txschools.net/campus/miguel-carrillo-jr-elem-015908112
801,7283,120,243905121,Milam Elem,Wichita Falls ISD,B,9,77,86,395,https://txschools.net/campus/milam-elem-243905121
801,7283,120,101912264,Mitchell Elem,Houston ISD,B,9,78,87,477,https://txschools.net/campus/mitchell-elem-101912264
801,7283,120,170903002,Montgomery HS,Montgomery ISD,A,9,81,90,1467,https://txschools.net/campus/montgomery-hs-170903002
801,7283,120,225902001,Mount Pleasant HS,Mount Pleasant ISD,A,9,84,93,1491,https://txschools.net/campus/mount-pleasant-hs-225902001
801,7283,120,057905285,N W Harllee Early Childhood Center,Dallas ISD,B,9,76,85,108,https://txschools.net/campus/n-w-harllee-early-childhood-center-057905285
801,7283,120,057909008,Naaman Forest HS,Garland ISD,B,9,77,86,1806,https://txschools.net/campus/naaman-forest-hs-057909008
801,7283,120,079906001,Needville HS,Needville ISD,A,9,85,94,1139,https://txschools.net/campus/needville-hs-079906001
801,7283,120,057922003,New Tech HS at Coppell,Coppell ISD,A,9,87,96,257,https://txschools.net/campus/new-tech-hs-at-coppell-057922003
801,7283,120,176902002,Newton HS,Newton ISD,B,9,76,85,282,https://txschools.net/campus/newton-hs-176902002
801,7283,120,071905003,Parkland HS,Ysleta ISD,A,9,82,91,1542,https://txschools.net/campus/parkland-hs-071905003
801,7283,120,121904103,Parnell Elem,Jasper ISD,D,9,59,68,412,https://txschools.net/campus/parnell-elem-121904103
801,7283,120,246904104,Pat Cooper Elem,Georgetown ISD,C,9,70,79,559,https://txschools.net/campus/pat-cooper-elem-246904104
801,7283,120,015911103,Pecan Valley Elem,East Central ISD,C,9,69,78,456,https://txschools.net/campus/pecan-valley-elem-015911103
801,7283,120,015907158,Pershing Elem,San Antonio ISD,B,9,80,89,309,https://txschools.net/campus/pershing-elem-015907158
801,7283,120,007906001,Poteet HS,Poteet ISD,C,9,64,73,494,https://txschools.net/campus/poteet-hs-007906001
801,7283,120,139912041,Prairiland JH,Prairiland ISD,B,9,80,89,253,https://txschools.net/campus/prairiland-jh-139912041
801,7283,120,057905102,Prek Partnership Center,Dallas ISD,B,9,76,85,1099,https://txschools.net/campus/prek-partnership-center-057905102
801,7283,120,057903007,Ranchview HS,Carrollton-Farmers Branch ISD,B,9,78,87,929,https://txschools.net/campus/ranchview-hs-057903007
801,7283,120,220905165,Richard J Wilson Elem,Fort Worth ISD,C,9,70,79,503,https://txschools.net/campus/richard-j-wilson-elem-220905165
801,7283,120,227904118,Riojas Elem,Pflugerville ISD,B,9,78,87,734,https://txschools.net/campus/riojas-elem-227904118
801,7283,120,069901001,Rocksprings K-12,Rocksprings ISD,B,9,78,87,201,https://txschools.net/campus/rocksprings-k-12-069901001
801,7283,120,178904003,Roy Miller HS and Metro School of Design,Corpus Christi ISD,B,9,72,81,1325,https://txschools.net/campus/roy-miller-hs-and-metro-school-of-design-178904003
801,7283,120,057909003,S Garland HS,Garland ISD,C,9,68,77,1877,https://txschools.net/campus/s-garland-hs-057909003
801,7283,120,074911001,Savoy HS,Savoy ISD,B,9,79,88,114,https://txschools.net/campus/savoy-hs-074911001
801,7283,120,043905050,Scoggins MS,Frisco ISD,A,9,83,92,817,https://txschools.net/campus/scoggins-ms-043905050
801,7283,120,083901001,Seagraves Schools,Seagraves ISD,B,9,72,81,523,https://txschools.net/campus/seagraves-schools-083901001
801,7283,120,191901116,Spring Canyon Elem,Canyon ISD,B,9,78,87,451,https://txschools.net/campus/spring-canyon-elem-191901116
801,7283,120,170902055,Stockton JH,Conroe ISD,A,9,81,90,1365,https://txschools.net/campus/stockton-jh-170902055
801,7283,120,220912043,Summer Creek MS,Crowley ISD,B,9,72,81,1031,https://txschools.net/campus/summer-creek-ms-220912043
801,7283,120,191901104,Sundown Lane Elem,Canyon ISD,A,9,82,91,343,https://txschools.net/campus/sundown-lane-elem-191901104
801,7283,120,057919001,Sunnyvale HS,Sunnyvale ISD,A,9,88,97,745,https://txschools.net/campus/sunnyvale-hs-057919001
801,7283,120,212905001,Tyler Legacy HS,Tyler ISD,B,9,79,88,2792,https://txschools.net/campus/tyler-legacy-hs-212905001
801,7283,120,230908001,Union Grove HS,Union Grove ISD,A,9,81,90,229,https://txschools.net/campus/union-grove-hs-230908001
801,7283,120,214903109,Veterans Memorial Elem,Roma ISD,A,9,83,92,439,https://txschools.net/campus/veterans-memorial-elem-214903109
801,7283,120,178904015,Veterans Memorial HS,Corpus Christi ISD,A,9,82,91,1987,https://txschools.net/campus/veterans-memorial-hs-178904015
801,7283,120,043910004,Vines HS,Plano ISD,B,9,80,89,1072,https://txschools.net/campus/vines-hs-043910004
801,7283,120,094902110,Watts Elem,Schertz-Cibolo-U City ISD,C,9,66,75,457,https://txschools.net/campus/watts-elem-094902110
801,7283,120,044902101,Wellington Elem,Wellington ISD,B,9,80,89,229,https://txschools.net/campus/wellington-elem-044902101
801,7283,120,040902001,Whiteface School,Whiteface CISD,B,9,79,88,294,https://txschools.net/campus/whiteface-school-040902001
801,7283,120,212906001,Whitehouse HS,Whitehouse ISD,A,9,83,92,1422,https://txschools.net/campus/whitehouse-hs-212906001
801,7283,120,091910001,Whitewright HS,Whitewright ISD,A,9,84,93,212,https://txschools.net/campus/whitewright-hs-091910001
801,7283,120,200904001,Winters HS,Winters ISD,B,9,80,89,128,https://txschools.net/campus/winters-hs-200904001
801,7283,120,116909041,Wolfe City MS,Wolfe City ISD,A,9,82,91,162,https://txschools.net/campus/wolfe-city-ms-116909041
801,7283,120,015916043,Woodlake Hills MS,Judson ISD,B,9,80,89,277,https://txschools.net/campus/woodlake-hills-ms-015916043
801,7283,120,101915043,Wunderlich Int,Klein ISD,B,9,76,85,1305,https://txschools.net/campus/wunderlich-int-101915043
922,7283,151,125901043,Adams MS,Alice ISD,B,8,74,82,958,https://txschools.net/campus/adams-ms-125901043
922,7283,151,178904057,Adkins MS,Corpus Christi ISD,B,8,77,85,447,https://txschools.net/campus/adkins-ms-178904057
922,7283,151,043901102,Alton Boyd Elem,Allen ISD,B,8,78,86,391,https://txschools.net/campus/alton-boyd-elem-043901102
922,7283,151,126901102,Alvarado Elem-North,Alvarado ISD,C,8,63,71,688,https://txschools.net/campus/alvarado-elem-north-126901102
922,7283,151,246904101,Annie Purl Elem,Georgetown ISD,D,8,59,67,653,https://txschools.net/campus/annie-purl-elem-246904101
922,7283,151,101913008,Atascocita HS,Humble ISD,B,8,78,86,3582,https://txschools.net/campus/atascocita-hs-101913008
922,7283,151,195902001,Balmorhea ISD Educational Community,Balmorhea ISD,B,8,78,86,149,https://txschools.net/campus/balmorhea-isd-educational-community-195902001
922,7283,151,243905046,Barwise MS,Wichita Falls ISD,B,8,75,83,769,https://txschools.net/campus/barwise-ms-243905046
922,7283,151,015907106,Beacon Hill Pri,San Antonio ISD,A,8,82,90,284,https://txschools.net/campus/beacon-hill-pri-015907106
922,7283,151,220916001,Bell HS,Hurst-Euless-Bedford ISD,A,8,84,92,2423,https://txschools.net/campus/bell-hs-220916001
922,7283,151,043917001,Blue Ridge HS,Blue Ridge ISD,B,8,79,87,306,https://txschools.net/campus/blue-ridge-hs-043917001
922,7283,151,109913001,Blum ISD,Blum ISD,A,8,82,90,335,https://txschools.net/campus/blum-isd-109913001
922,7283,151,130901002,Boerne - Samuel V Champion HS,Boerne ISD,A,8,88,96,2018,https://txschools.net/campus/boerne-samuel-v-champion-hs-130901002
922,7283,151,130901001,Boerne HS,Boerne ISD,A,8,85,93,1534,https://txschools.net/campus/boerne-hs-130901001
922,7283,151,220905225,Bonnie Brae,Fort Worth ISD,C,8,71,79,320,https://txschools.net/campus/bonnie-brae-220905225
922,7283,151,011902101,Booker T Washington Elem,Elgin ISD,D,8,59,67,657,https://txschools.net/campus/booker-t-washington-elem-011902101
922,7283,151,169901001,Bowie HS,Bowie ISD,B,8,78,86,430,https://txschools.net/campus/bowie-hs-169901001
922,7283,151,020905002,Brazoswood HS,Brazosport ISD,B,8,80,88,2410,https://txschools.net/campus/brazoswood-hs-020905002
922,7283,151,181901001,Bridge City HS,Bridge City ISD,B,8,79,87,890,https://txschools.net/campus/bridge-city-hs-181901001
922,7283,151,071902056,Brown MS,El Paso ISD,B,8,80,88,680,https://txschools.net/campus/brown-ms-071902056
922,7283,151,026901001,Caldwell HS,Caldwell ISD,A,8,83,91,537,https://txschools.net/campus/caldwell-hs-026901001
922,7283,151,046902001,Canyon HS,Comal ISD,B,8,79,87,2522,https://txschools.net/campus/canyon-hs-046902001
922,7283,151,046902003,Canyon Lake HS,Comal ISD,A,8,84,92,1021,https://txschools.net/campus/canyon-lake-hs-046902003
922,7283,151,101902107,Carter Academy,Aldine ISD,B,8,76,84,789,https://txschools.net/campus/carter-academy-101902107
922,7283,151,116902101,Celeste Elem,Celeste ISD,C,8,71,79,233,https://txschools.net/campus/celeste-elem-116902101
922,7283,151,007901001,Charlotte HS,Charlotte ISD,B,8,76,84,125,https://txschools.net/campus/charlotte-hs-007901001
922,7283,151,015910003,Churchill HS,North East ISD,B,8,73,81,2277,https://txschools.net/campus/churchill-hs-015910003
922,7283,151,101919116,Clark Elem,Spring ISD,C,8,67,75,721,https://txschools.net/campus/clark-elem-101919116
922,7283,151,126903102,Coleman Elem,Cleburne ISD,B,8,79,87,378,https://txschools.net/campus/coleman-elem-126903102
922,7283,151,042901001,Coleman HS,Coleman ISD,B,8,78,86,212,https://txschools.net/campus/coleman-hs-042901001
922,7283,151,223901101,Colonial Heights Elem,Brownfield ISD,C,8,66,74,137,https://txschools.net/campus/colonial-heights-elem-223901101
922,7283,151,220905021,Como Success Academy,Fort Worth ISD,A,8,83,91,428,https://txschools.net/campus/como-success-academy-220905021
922,7283,151,015907024,Cooper Academy at Navarro,San Antonio ISD,A,8,85,93,365,https://txschools.net/campus/cooper-academy-at-navarro-015907024
922,7283,151,060902041,Cooper JH,Cooper ISD,C,8,66,74,193,https://txschools.net/campus/cooper-jh-060902041
922,7283,151,221901048,Craig MS,Abilene ISD,C,8,68,76,737,https://txschools.net/campus/craig-ms-221901048
922,7283,151,021901109,Creek View Elem,College Station ISD,B,8,77,85,426,https://txschools.net/campus/creek-view-elem-021901109
922,7283,151,227901008,Crockett Early College HS,Austin ISD,C,8,71,79,1463,https://txschools.net/campus/crockett-early-college-hs-227901008
922,7283,151,101907004,Cypress Creek HS,Cypress-Fairbanks ISD,B,8,80,88,3029,https://txschools.net/campus/cypress-creek-hs-101907004
922,7283,151,220905042,Daggett MS,Fort Worth ISD,C,8,67,75,328,https://txschools.net/campus/daggett-ms-220905042
922,7283,151,176903001,Deweyville HS,Deweyville ISD,B,8,72,80,284,https://txschools.net/campus/deweyville-hs-176903001
922,7283,151,101917016,Dr Kirk Lewis Career and Technical HS,Pasadena ISD,A,8,87,95,1531,https://txschools.net/campus/dr-kirk-lewis-career-and-technical-hs-101917016
922,7283,151,072902001,Dublin HS,Dublin ISD,A,8,87,95,474,https://txschools.net/campus/dublin-hs-072902001
922,7283,151,015908041,Dwight MS,South San Antonio ISD,C,8,71,79,391,https://txschools.net/campus/dwight-ms-015908041
922,7283,151,071905002,Eastwood HS,Ysleta ISD,A,8,86,94,2263,https://txschools.net/campus/eastwood-hs-071905002
922,7283,151,001903001,Elkhart HS,Elkhart ISD,A,8,86,94,315,https://txschools.net/campus/elkhart-hs-001903001
922,7283,151,102906001,Elysian Fields HS,Elysian Fields ISD,B,8,76,84,207,https://txschools.net/campus/elysian-fields-hs-102906001
922,7283,151,057905028,Emmett J Conrad HS,Dallas ISD,B,8,74,82,1229,https://txschools.net/campus/emmett-j-conrad-hs-057905028
922,7283,151,057909128,Ethridge Elem,Garland ISD,B,8,81,89,603,https://txschools.net/campus/ethridge-elem-057909128
922,7283,151,020901046,Fairview JH,Alvin ISD,B,8,81,89,679,https://txschools.net/campus/fairview-jh-020901046
922,7283,151,086901041,Fredericksburg MS,Fredericksburg ISD,B,8,80,88,621,https://txschools.net/campus/fredericksburg-ms-086901041
922,7283,151,046902115,Freiheit Elem,Comal ISD,B,8,76,84,629,https://txschools.net/campus/freiheit-elem-046902115
922,7283,151,126902008,Game Development Design School at Burleson ISD,Burleson ISD,A,8,86,94,319,https://txschools.net/campus/game-development-design-school-at-burleson-isd-126902008
922,7283,151,227901015,Garza Independence HS,Austin ISD,B,8,75,83,132,https://txschools.net/campus/garza-independence-hs-227901015
922,7283,151,144901001,Giddings HS,Giddings ISD,A,8,86,94,583,https://txschools.net/campus/giddings-hs-144901001
922,7283,151,170902016,Grand Oaks HS,Conroe ISD,B,8,81,89,3905,https://txschools.net/campus/grand-oaks-hs-170902016
922,7283,151,126904001,Grandview HS,Grandview ISD,A,8,86,94,425,https://txschools.net/campus/grandview-hs-126904001
922,7283,151,123908041,Groves MS,Port Neches-Groves ISD,B,8,72,80,656,https://txschools.net/campus/groves-ms-123908041
922,7283,151,071902044,Guillen MS,El Paso ISD,B,8,76,84,417,https://txschools.net/campus/guillen-ms-071902044
