# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/overall-score-gains
# rows: 7283 (excluding this header and the column row)
# ranking: Texas campuses with the largest overall score gains since 2021-22
# population: 7,283 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 363 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# methodology: TEA re-scored 2021-22 under the rules it adopted for 2022-23 and publishes that re-scoring as "2021-22 What If". This ranking reads the re-scored series, so the change spans one consistent methodology rather than a break.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,2021_22,2025_26,enrollment,url
3157,7283,413,004901103,Live Oak Learning Center,Rockport-Fulton ISD,D,-1,67,66,691,https://txschools.net/campus/live-oak-learning-center-004901103
3157,7283,413,014906050,Live Oak Ridge MS,Killeen ISD,C,-1,74,73,649,https://txschools.net/campus/live-oak-ridge-ms-014906050
3157,7283,413,077902001,Lockney HS,Lockney ISD,B,-1,82,81,124,https://txschools.net/campus/lockney-hs-077902001
3157,7283,413,178906041,London MS,London ISD,A,-1,93,92,311,https://txschools.net/campus/london-ms-178906041
3157,7283,413,031906041,Los Cuates MS,Los Fresnos CISD,A,-1,91,90,822,https://txschools.net/campus/los-cuates-ms-031906041
3157,7283,413,043919001,Lovejoy HS,Lovejoy ISD,A,-1,97,96,1492,https://txschools.net/campus/lovejoy-hs-043919001
3157,7283,413,043911004,Lovelady HS,Princeton ISD,B,-1,89,88,1566,https://txschools.net/campus/lovelady-hs-043911004
3157,7283,413,152906041,Lubbock-Cooper MS,Lubbock-Cooper ISD,B,-1,84,83,954,https://txschools.net/campus/lubbock-cooper-ms-152906041
3157,7283,413,101910107,MacArthur Elem,Galena Park ISD,A,-1,92,91,522,https://txschools.net/campus/macarthur-elem-101910107
3157,7283,413,020908114,Magnolia Elem,Pearland ISD,A,-1,93,92,693,https://txschools.net/campus/magnolia-elem-020908114
3157,7283,413,101912460,Mandarin Immersion Magnet School,Houston ISD,A,-1,97,96,840,https://txschools.net/campus/mandarin-immersion-magnet-school-101912460
3157,7283,413,188901046,Mann MS,Amarillo ISD,B,-1,82,81,448,https://txschools.net/campus/mann-ms-188901046
3157,7283,413,108908104,Marcell Elem,Mission CISD,B,-1,84,83,370,https://txschools.net/campus/marcell-elem-108908104
3157,7283,413,070912112,Marvin Biomedical Academy,Waxahachie ISD,D,-1,63,62,481,https://txschools.net/campus/marvin-biomedical-academy-070912112
3157,7283,413,043901115,Mary Evans Elem,Allen ISD,A,-1,95,94,560,https://txschools.net/campus/mary-evans-elem-043901115
3157,7283,413,057905274,Mary McLeod Bethune Elem,Dallas ISD,A,-1,93,92,562,https://txschools.net/campus/mary-mcleod-bethune-elem-057905274
3157,7283,413,157901041,Mason JH,Mason ISD,A,-1,91,90,213,https://txschools.net/campus/mason-jh-157901041
3157,7283,413,226903102,Mcgill Elem,San Angelo ISD,D,-1,69,68,469,https://txschools.net/campus/mcgill-elem-226903102
3157,7283,413,043905138,McSpedden Elem,Frisco ISD,A,-1,96,95,709,https://txschools.net/campus/mcspedden-elem-043905138
3157,7283,413,061911042,Medlin MS,Northwest ISD,A,-1,93,92,1133,https://txschools.net/campus/medlin-ms-061911042
3157,7283,413,101912204,Memorial Elem,Houston ISD,A,-1,92,91,465,https://txschools.net/campus/memorial-elem-101912204
3157,7283,413,108907006,Mercedes Early College Academy,Mercedes ISD,A,-1,93,92,328,https://txschools.net/campus/mercedes-early-college-academy-108907006
3157,7283,413,108907110,Mercedes Early Literacy Program,Mercedes ISD,C,-1,74,73,137,https://txschools.net/campus/mercedes-early-literacy-program-108907110
3157,7283,413,020901116,Meridiana Elem,Alvin ISD,A,-1,91,90,825,https://txschools.net/campus/meridiana-elem-020901116
3157,7283,413,057916134,Merriman Park Elem,Richardson ISD,B,-1,88,87,463,https://txschools.net/campus/merriman-park-elem-057916134
3157,7283,413,101919107,Mildred Jenkins Elem,Spring ISD,B,-1,87,86,624,https://txschools.net/campus/mildred-jenkins-elem-101919107
3157,7283,413,200902001,Miles HS,Miles ISD,A,-1,97,96,215,https://txschools.net/campus/miles-hs-200902001
3157,7283,413,112907001,Miller Grove School,Miller Grove ISD,B,-1,87,86,314,https://txschools.net/campus/miller-grove-school-112907001
3157,7283,413,184904101,Millsap Elem,Millsap ISD,C,-1,73,72,518,https://txschools.net/campus/millsap-elem-184904101
3157,7283,413,250903102,Mineola Int,Mineola ISD,C,-1,80,79,255,https://txschools.net/campus/mineola-int-250903102
3157,7283,413,057905162,Mockingbird Elem,Dallas ISD,B,-1,90,89,571,https://txschools.net/campus/mockingbird-elem-057905162
3157,7283,413,105906006,Moe and Gene Johnson HS,Hays CISD,B,-1,89,88,2959,https://txschools.net/campus/moe-and-gene-johnson-hs-105906006
3157,7283,413,169908101,Montague Elem,Montague ISD,A,-1,94,93,170,https://txschools.net/campus/montague-elem-169908101
3157,7283,413,071901104,Montana Vista Elem,Clint ISD,A,-1,92,91,450,https://txschools.net/campus/montana-vista-elem-071901104
3157,7283,413,057905385,Montessori Academy at Onesimo Hernandez Elem,Dallas ISD,C,-1,72,71,376,https://txschools.net/campus/montessori-academy-at-onesimo-hernandez-elem-057905385
3157,7283,413,170902051,Moorhead JH,Conroe ISD,B,-1,82,81,1396,https://txschools.net/campus/moorhead-jh-170902051
3157,7283,413,015915224,Mora Elem,Northside ISD,C,-1,75,74,582,https://txschools.net/campus/mora-elem-015915224
3157,7283,413,049902001,Muenster HS,Muenster ISD,A,-1,92,91,264,https://txschools.net/campus/muenster-hs-049902001
3157,7283,413,245903041,Myra Green MS,Raymondville ISD,A,-1,91,90,396,https://txschools.net/campus/myra-green-ms-245903041
3157,7283,413,220908126,Nancy Neal Elem,Mansfield ISD,A,-1,92,91,438,https://txschools.net/campus/nancy-neal-elem-220908126
3157,7283,413,137903101,Nanny Elem,Riviera ISD,C,-1,79,78,140,https://txschools.net/campus/nanny-elem-137903101
3157,7283,413,126905002,New Horizon HS,Joshua ISD,A,-1,94,93,35,https://txschools.net/campus/new-horizon-hs-126905002
3157,7283,413,116905001,New Horizons Learning Center,Greenville ISD,C,-1,77,76,54,https://txschools.net/campus/new-horizons-learning-center-116905001
3157,7283,413,043905136,Newman Elem,Frisco ISD,A,-1,94,93,638,https://txschools.net/campus/newman-elem-043905136
3157,7283,413,169902041,Nocona MS,Nocona ISD,C,-1,80,79,174,https://txschools.net/campus/nocona-ms-169902041
3157,7283,413,014906115,Nolanville Elem,Killeen ISD,B,-1,88,87,677,https://txschools.net/campus/nolanville-elem-014906115
3157,7283,413,070912104,Northside Elem,Waxahachie ISD,D,-1,70,69,429,https://txschools.net/campus/northside-elem-070912104
3157,7283,413,025902106,Northwest Elem,Brownwood ISD,C,-1,75,74,498,https://txschools.net/campus/northwest-elem-025902106
3157,7283,413,020905109,O M Roberts Elem,Brazosport ISD,A,-1,92,91,631,https://txschools.net/campus/o-m-roberts-elem-020905109
3157,7283,413,057905168,Obadiah Knight Elem,Dallas ISD,B,-1,81,80,230,https://txschools.net/campus/obadiah-knight-elem-057905168
3157,7283,413,101914122,Odessa Kilpatrick Elem,Katy ISD,A,-1,95,94,931,https://txschools.net/campus/odessa-kilpatrick-elem-101914122
3157,7283,413,182906101,Palo Pinto Elem,Palo Pinto ISD,A,-1,93,92,92,https://txschools.net/campus/palo-pinto-elem-182906101
3157,7283,413,090904042,Pampa JH,Pampa ISD,C,-1,71,70,701,https://txschools.net/campus/pampa-jh-090904042
3157,7283,413,071905147,Parkland Pre K Center,Ysleta ISD,B,-1,89,88,279,https://txschools.net/campus/parkland-pre-k-center-071905147
3157,7283,413,246913120,Parkside Elem,Leander ISD,B,-1,90,89,800,https://txschools.net/campus/parkside-elem-246913120
3157,7283,413,170904101,Parmley Elem,Willis ISD,C,-1,76,75,625,https://txschools.net/campus/parmley-elem-170904101
3157,7283,413,101919105,Pat Reynolds Elem,Spring ISD,C,-1,75,74,887,https://txschools.net/campus/pat-reynolds-elem-101919105
3157,7283,413,020908043,Pearland JH South,Pearland ISD,B,-1,89,88,766,https://txschools.net/campus/pearland-jh-south-020908043
3157,7283,413,043905056,Pearson MS,Frisco ISD,A,-1,95,94,995,https://txschools.net/campus/pearson-ms-043905056
3157,7283,413,184908041,Peaster JH,Peaster ISD,C,-1,77,76,318,https://txschools.net/campus/peaster-jh-184908041
3157,7283,413,039903001,Petrolia Junior High/High School,Petrolia CISD,B,-1,82,81,214,https://txschools.net/campus/petrolia-junior-high-high-school-039903001
3157,7283,413,101903110,Petrosky Elem,Alief ISD,A,-1,91,90,452,https://txschools.net/campus/petrosky-elem-101903110
3157,7283,413,043905117,Pink Elem,Frisco ISD,A,-1,94,93,570,https://txschools.net/campus/pink-elem-043905117
3157,7283,413,043905044,Pioneer Heritage MS,Frisco ISD,A,-1,95,94,995,https://txschools.net/campus/pioneer-heritage-ms-043905044
3157,7283,413,032902105,Pittsburg Int,Pittsburg ISD,A,-1,94,93,348,https://txschools.net/campus/pittsburg-int-032902105
3157,7283,413,032902041,Pittsburg JH,Pittsburg ISD,A,-1,91,90,317,https://txschools.net/campus/pittsburg-jh-032902041
3157,7283,413,246913114,Pleasant Hill Elem,Leander ISD,B,-1,82,81,709,https://txschools.net/campus/pleasant-hill-elem-246913114
3157,7283,413,178908001,Port Aransas HS,Port Aransas ISD,A,-1,94,93,210,https://txschools.net/campus/port-aransas-hs-178908001
3157,7283,413,031901002,Porter Early College HS,Brownsville ISD,B,-1,88,87,1434,https://txschools.net/campus/porter-early-college-hs-031901002
3157,7283,413,170902122,Powell Elem,Conroe ISD,A,-1,91,90,727,https://txschools.net/campus/powell-elem-170902122
3157,7283,413,061902126,Prairie Trail Elem,Lewisville ISD,B,-1,90,89,646,https://txschools.net/campus/prairie-trail-elem-061902126
3157,7283,413,108910001,Progreso HS,Progreso ISD,C,-1,76,75,417,https://txschools.net/campus/progreso-hs-108910001
3157,7283,413,079907044,Quail Valley MS,Fort Bend ISD,B,-1,89,88,1039,https://txschools.net/campus/quail-valley-ms-079907044
3157,7283,413,099903001,Quanah HS,Quanah ISD,A,-1,94,93,127,https://txschools.net/campus/quanah-hs-099903001
3157,7283,413,034907001,Queen City HS,Queen City ISD,B,-1,88,87,256,https://txschools.net/campus/queen-city-hs-034907001
3157,7283,413,067907101,Ranger Elem,Ranger ISD,B,-1,82,81,119,https://txschools.net/campus/ranger-elem-067907101
3157,7283,413,031912108,Rangerville Elem,San Benito CISD,B,-1,90,89,180,https://txschools.net/campus/rangerville-elem-031912108
3157,7283,413,249905101,Rann Elem,Decatur ISD,C,-1,71,70,464,https://txschools.net/campus/rann-elem-249905101
3157,7283,413,043910127,Rasor Elem,Plano ISD,C,-1,78,77,301,https://txschools.net/campus/rasor-elem-043910127
3157,7283,413,101914134,Ray and Jamie Wolman Elem,Katy ISD,A,-1,95,94,1065,https://txschools.net/campus/ray-and-jamie-wolman-elem-101914134
3157,7283,413,015915042,Rayburn MS,Northside ISD,C,-1,71,70,621,https://txschools.net/campus/rayburn-ms-015915042
3157,7283,413,043914045,Raymond B Cooper JH,Wylie ISD,A,-1,93,92,992,https://txschools.net/campus/raymond-b-cooper-jh-043914045
3157,7283,413,046902113,Rebecca Creek Elem,Comal ISD,A,-1,91,90,610,https://txschools.net/campus/rebecca-creek-elem-046902113
3157,7283,413,101903113,Rees Elem,Alief ISD,A,-1,91,90,518,https://txschools.net/campus/rees-elem-101903113
3157,7283,413,196903042,Refugio JH,Refugio ISD,B,-1,81,80,131,https://txschools.net/campus/refugio-jh-196903042
3157,7283,413,126902108,Richard Bransom Elem,Burleson ISD,B,-1,85,84,567,https://txschools.net/campus/richard-bransom-elem-126902108
3157,7283,413,101907152,Robinson Elem,Cypress-Fairbanks ISD,A,-1,91,90,897,https://txschools.net/campus/robinson-elem-101907152
3157,7283,413,101907140,Robison Elem,Cypress-Fairbanks ISD,A,-1,91,90,1086,https://txschools.net/campus/robison-elem-101907140
3157,7283,413,235902125,Rodolfo Torres Elem,Victoria ISD,B,-1,86,85,374,https://txschools.net/campus/rodolfo-torres-elem-235902125
3157,7283,413,214903041,Roma MS,Roma ISD,B,-1,90,89,774,https://txschools.net/campus/roma-ms-214903041
3157,7283,413,110905001,Ropes School,Ropes ISD,A,-1,94,93,670,https://txschools.net/campus/ropes-school-110905001
3157,7283,413,101921110,Rosehill Elem,Tomball ISD,B,-1,84,83,772,https://txschools.net/campus/rosehill-elem-101921110
3157,7283,413,015915043,Ross MS,Northside ISD,C,-1,77,76,808,https://txschools.net/campus/ross-ms-015915043
3157,7283,413,075908101,Round Top-Carmine Elem,Round Top-Carmine ISD,A,-1,92,91,119,https://txschools.net/campus/round-top-carmine-elem-075908101
3157,7283,413,075908001,Round Top-Carmine HS,Round Top-Carmine ISD,B,-1,89,88,118,https://txschools.net/campus/round-top-carmine-hs-075908001
3157,7283,413,101907059,Rowe MS,Cypress-Fairbanks ISD,B,-1,89,88,1508,https://txschools.net/campus/rowe-ms-101907059
3157,7283,413,220905120,Rufino Mendoza Sr Elem,Fort Worth ISD,D,-1,67,66,334,https://txschools.net/campus/rufino-mendoza-sr-elem-220905120
3157,7283,413,037907102,Rusk Elem,Rusk ISD,B,-1,90,89,274,https://txschools.net/campus/rusk-elem-037907102
3157,7283,413,246913115,Rutledge Elem,Leander ISD,A,-1,92,91,761,https://txschools.net/campus/rutledge-elem-246913115
3157,7283,413,226903119,San Jacinto Elem,San Angelo ISD,C,-1,77,76,92,https://txschools.net/campus/san-jacinto-elem-226903119
3157,7283,413,117903101,Sanford-Fritch Elem,Sanford-Fritch ISD,B,-1,82,81,321,https://txschools.net/campus/sanford-fritch-elem-117903101
3157,7283,413,246908105,Santa Rita Elem,Liberty Hill ISD,B,-1,88,87,696,https://txschools.net/campus/santa-rita-elem-246908105
3157,7283,413,079907050,Sartartia MS,Fort Bend ISD,A,-1,94,93,1286,https://txschools.net/campus/sartartia-ms-079907050
3157,7283,413,071905117,Scotsdale Elem,Ysleta ISD,A,-1,91,90,761,https://txschools.net/campus/scotsdale-elem-071905117
3157,7283,413,008902041,Sealy JH,Sealy ISD,C,-1,71,70,659,https://txschools.net/campus/sealy-jh-008902041
3157,7283,413,043905122,Sem Elem,Frisco ISD,A,-1,93,92,598,https://txschools.net/campus/sem-elem-043905122
3157,7283,413,079907120,Settlers Way Elem,Fort Bend ISD,A,-1,91,90,639,https://txschools.net/campus/settlers-way-elem-079907120
3157,7283,413,061902058,Shadow Ridge MS,Lewisville ISD,A,-1,93,92,645,https://txschools.net/campus/shadow-ridge-ms-061902058
3157,7283,413,061912105,Shady Shores Elem,Lake Dallas ISD,B,-1,90,89,627,https://txschools.net/campus/shady-shores-elem-061912105
3157,7283,413,152909001,Shallowater HS,Shallowater ISD,A,-1,96,95,502,https://txschools.net/campus/shallowater-hs-152909001
3157,7283,413,015912042,Sharon Christa McAuliffe MS,Southwest ISD,C,-1,77,76,784,https://txschools.net/campus/sharon-christa-mcauliffe-ms-015912042
3157,7283,413,199901113,Sharon Shannon Elem,Rockwall ISD,B,-1,89,88,570,https://txschools.net/campus/sharon-shannon-elem-199901113
3157,7283,413,243905123,Sheppard AFB Elem,Wichita Falls ISD,A,-1,92,91,296,https://txschools.net/campus/sheppard-afb-elem-243905123
3157,7283,413,020901117,Shirley Dill Brothers Elem,Alvin ISD,A,-1,94,93,627,https://txschools.net/campus/shirley-dill-brothers-elem-020901117
3157,7283,413,057905212,Shirley Isom-Newsome Montessori Academy at Harry S,Dallas ISD,B,-1,90,89,523,https://txschools.net/campus/shirley-isom-newsome-montessori-academy-at-harry-s-057905212
3157,7283,413,115902001,Sierra Blanca School,Sierra Blanca ISD,C,-1,79,78,97,https://txschools.net/campus/sierra-blanca-school-115902001
3157,7283,413,071909113,Sierra Vista STEAM Academy,Socorro ISD,A,-1,92,91,616,https://txschools.net/campus/sierra-vista-steam-academy-071909113
3157,7283,413,043910133,Skaggs Elem,Plano ISD,A,-1,96,95,335,https://txschools.net/campus/skaggs-elem-043910133
3157,7283,413,178904134,Smith Elem,Corpus Christi ISD,B,-1,90,89,415,https://txschools.net/campus/smith-elem-178904134
3157,7283,413,101907056,Smith MS,Cypress-Fairbanks ISD,A,-1,96,95,1267,https://txschools.net/campus/smith-ms-101907056
3157,7283,413,011904041,Smithville JH,Smithville ISD,C,-1,74,73,432,https://txschools.net/campus/smithville-jh-011904041
3157,7283,413,015909103,Somerset Early Childhood Elem,Somerset ISD,A,-1,91,90,370,https://txschools.net/campus/somerset-early-childhood-elem-015909103
3157,7283,413,015909101,Somerset Elem,Somerset ISD,A,-1,91,90,732,https://txschools.net/campus/somerset-elem-015909101
3157,7283,413,031916041,South Texas ISD Preparatory Academy,South Texas ISD,A,-1,97,96,813,https://txschools.net/campus/south-texas-isd-preparatory-academy-031916041
3157,7283,413,031916005,South Texas ISD Science Academy,South Texas ISD,A,-1,97,96,870,https://txschools.net/campus/south-texas-isd-science-academy-031916005
3157,7283,413,146901103,Southside Elem,Cleveland ISD,C,-1,76,75,1029,https://txschools.net/campus/southside-elem-146901103
3157,7283,413,046902044,Spring Branch MS,Comal ISD,A,-1,92,91,573,https://txschools.net/campus/spring-branch-ms-046902044
3157,7283,413,057916118,Spring Creek Elem,Richardson ISD,A,-1,92,91,440,https://txschools.net/campus/spring-creek-elem-057916118
3157,7283,413,079910041,Stafford MS,Stafford MSD,B,-1,82,81,712,https://txschools.net/campus/stafford-ms-079910041
3157,7283,413,156902001,Stanton HS,Stanton ISD,B,-1,88,87,322,https://txschools.net/campus/stanton-hs-156902001
3157,7283,413,156902041,Stanton MS,Stanton ISD,C,-1,80,79,257,https://txschools.net/campus/stanton-ms-156902041
3157,7283,413,212906114,Stanton-Smith Elem,Whitehouse ISD,A,-1,94,93,535,https://txschools.net/campus/stanton-smith-elem-212906114
3157,7283,413,015907166,Steele Montessori Academy,San Antonio ISD,D,-1,69,68,397,https://txschools.net/campus/steele-montessori-academy-015907166
3157,7283,413,061902054,STEM Academy at Creek Valley MS,Lewisville ISD,C,-1,80,79,601,https://txschools.net/campus/stem-academy-at-creek-valley-ms-061902054
3157,7283,413,061902145,STEM Academy at Memorial Elem,Lewisville ISD,A,-1,91,90,807,https://txschools.net/campus/stem-academy-at-memorial-elem-061902145
3157,7283,413,220905058,Stripling MS,Fort Worth ISD,C,-1,80,79,509,https://txschools.net/campus/stripling-ms-220905058
3157,7283,413,184907103,Stuard Elem,Aledo ISD,A,-1,94,93,525,https://txschools.net/campus/stuard-elem-184907103
3157,7283,413,031912110,Sullivan Environmental Science Academy,San Benito CISD,B,-1,84,83,381,https://txschools.net/campus/sullivan-environmental-science-academy-031912110
3157,7283,413,020906041,Sweeny JH,Sweeny ISD,B,-1,81,80,410,https://txschools.net/campus/sweeny-jh-020906041
3157,7283,413,043905143,Talley Elem,Frisco ISD,A,-1,96,95,569,https://txschools.net/campus/talley-elem-043905143
3157,7283,413,221901121,Taylor Elem,Abilene ISD,D,-1,70,69,792,https://txschools.net/campus/taylor-elem-221901121
3157,7283,413,015910056,Tejeda MS,North East ISD,A,-1,92,91,969,https://txschools.net/campus/tejeda-ms-015910056
3157,7283,413,068901134,The Odessa Y Learning Center,Ector County ISD,A,-1,96,95,124,https://txschools.net/campus/the-odessa-y-learning-center-068901134
3157,7283,413,126906105,The Summit Leadership Academy,Keene ISD,C,-1,79,78,216,https://txschools.net/campus/the-summit-leadership-academy-126906105
3157,7283,413,059901107,Tierra Blanca Early Childhood Center,Hereford ISD,A,-1,92,91,265,https://txschools.net/campus/tierra-blanca-early-childhood-center-059901107
3157,7283,413,101921042,Tomball JH,Tomball ISD,B,-1,88,87,790,https://txschools.net/campus/tomball-jh-101921042
3157,7283,413,170902071,Tough Elem,Conroe ISD,A,-1,94,93,965,https://txschools.net/campus/tough-elem-170902071
3157,7283,413,071902015,Transmountain Early College HS,El Paso ISD,A,-1,98,97,341,https://txschools.net/campus/transmountain-early-college-hs-071902015
3157,7283,413,178912001,Tuloso-Midway HS,Tuloso-Midway ISD,B,-1,85,84,1066,https://txschools.net/campus/tuloso-midway-hs-178912001
3157,7283,413,101912251,Twain Elem,Houston ISD,A,-1,93,92,860,https://txschools.net/campus/twain-elem-101912251
3157,7283,413,123907109,Tyrrell Elem,Port Arthur ISD,C,-1,79,78,633,https://txschools.net/campus/tyrrell-elem-123907109
3157,7283,413,018904041,Valley Mills JH,Valley Mills ISD,C,-1,74,73,135,https://txschools.net/campus/valley-mills-jh-018904041
3157,7283,413,108916103,Valley View North Elem,Valley View ISD,A,-1,92,91,346,https://txschools.net/campus/valley-view-north-elem-108916103
3157,7283,413,108908002,Veterans Memorial HS,Mission CISD,B,-1,83,82,1615,https://txschools.net/campus/veterans-memorial-hs-108908002
3157,7283,413,123910048,Vincent MS,Beaumont ISD,F,-1,59,58,581,https://txschools.net/campus/vincent-ms-123910048
3157,7283,413,094901110,Vogel Elem,Seguin ISD,C,-1,72,71,477,https://txschools.net/campus/vogel-elem-094901110
3157,7283,413,220902115,W A Porter Elem,Birdville ISD,B,-1,87,86,528,https://txschools.net/campus/w-a-porter-elem-220902115
3157,7283,413,043914110,Wally Watkins Elem,Wylie ISD,A,-1,96,95,868,https://txschools.net/campus/wally-watkins-elem-043914110
3157,7283,413,220919103,Walnut Grove Elem,Carroll ISD,A,-1,94,93,604,https://txschools.net/campus/walnut-grove-elem-220919103
3157,7283,413,220918041,Wayside MS,Eagle Mt-Saginaw ISD,C,-1,80,79,1195,https://txschools.net/campus/wayside-ms-220918041
3157,7283,413,070912108,Wedgeworth Elem,Waxahachie ISD,C,-1,79,78,601,https://txschools.net/campus/wedgeworth-elem-070912108
3157,7283,413,044902001,Wellington HS,Wellington ISD,B,-1,89,88,168,https://txschools.net/campus/wellington-hs-044902001
3157,7283,413,020907042,West Brazos JH,Columbia-Brazoria ISD,C,-1,78,77,686,https://txschools.net/campus/west-brazos-jh-020907042
3157,7283,413,161916102,West Elem,West ISD,B,-1,88,87,654,https://txschools.net/campus/west-elem-161916102
3157,7283,413,191901043,West Plains JH,Canyon ISD,B,-1,90,89,638,https://txschools.net/campus/west-plains-jh-191901043
3157,7283,413,084911101,Westwood Elem,Friendswood ISD,A,-1,92,91,452,https://txschools.net/campus/westwood-elem-084911101
3157,7283,413,241904042,Wharton JH,Wharton ISD,F,-1,59,58,339,https://txschools.net/campus/wharton-jh-241904042
3157,7283,413,108908042,White JH,Mission CISD,B,-1,86,85,793,https://txschools.net/campus/white-jh-108908042
3157,7283,413,092908041,White Oak MS,White Oak ISD,B,-1,82,81,359,https://txschools.net/campus/white-oak-ms-092908041
3157,7283,413,152901187,Whiteside Elem,Lubbock ISD,A,-1,92,91,433,https://txschools.net/campus/whiteside-elem-152901187
3157,7283,413,091910041,Whitewright MS,Whitewright ISD,A,-1,91,90,185,https://txschools.net/campus/whitewright-ms-091910041
3157,7283,413,070912114,Wilemon STEAM Academy,Waxahachie ISD,B,-1,85,84,634,https://txschools.net/campus/wilemon-steam-academy-070912114
3157,7283,413,251901041,William G Gravitt JH,Denver City ISD,B,-1,81,80,301,https://txschools.net/campus/william-g-gravitt-jh-251901041
3157,7283,413,101917120,Williams Elem,Pasadena ISD,B,-1,82,81,436,https://txschools.net/campus/williams-elem-101917120
3157,7283,413,043919041,Willow Springs MS,Lovejoy ISD,A,-1,96,95,694,https://txschools.net/campus/willow-springs-ms-043919041
3157,7283,413,015907174,Wilson Elem,San Antonio ISD,B,-1,86,85,362,https://txschools.net/campus/wilson-elem-015907174
3157,7283,413,248902101,Wink Elem,Wink-Loving ISD,B,-1,85,84,233,https://txschools.net/campus/wink-elem-248902101
3157,7283,413,101914052,Woodcreek JH,Katy ISD,A,-1,94,93,1674,https://txschools.net/campus/woodcreek-jh-101914052
3157,7283,413,212905119,Woods Elem,Tyler ISD,B,-1,88,87,838,https://txschools.net/campus/woods-elem-212905119
3157,7283,413,221912042,Wylie East JH,Wylie ISD,A,-1,92,91,593,https://txschools.net/campus/wylie-east-jh-221912042
3157,7283,413,221912001,Wylie HS,Wylie ISD,B,-1,86,85,1578,https://txschools.net/campus/wylie-hs-221912001
3157,7283,413,057916131,Yale Elem,Richardson ISD,B,-1,86,85,413,https://txschools.net/campus/yale-elem-057916131
3157,7283,413,170902049,York JH,Conroe ISD,A,-1,92,91,2047,https://txschools.net/campus/york-jh-170902049
3157,7283,413,057905352,Young Women's STEAM Academy at Balch Springs Middl,Dallas ISD,B,-1,88,87,659,https://txschools.net/campus/young-women-s-steam-academy-at-balch-springs-middl-057905352
3157,7283,413,084911103,Zue S Bales Int,Friendswood ISD,A,-1,92,91,573,https://txschools.net/campus/zue-s-bales-int-084911103
3571,7283,348,147903103,A B McBay Elem,Mexia ISD,D,-2,71,69,445,https://txschools.net/campus/a-b-mcbay-elem-147903103
3571,7283,348,108902045,A P Solis MS,Donna ISD,A,-2,93,91,601,https://txschools.net/campus/a-p-solis-ms-108902045
3571,7283,348,015907026,Advanced Learning Academy,San Antonio ISD,B,-2,91,89,1104,https://txschools.net/campus/advanced-learning-academy-015907026
3571,7283,348,227901017,Akins Early College HS,Austin ISD,C,-2,81,79,2354,https://txschools.net/campus/akins-early-college-hs-227901017
3571,7283,348,221901112,Alcorta Elem,Abilene ISD,D,-2,71,69,429,https://txschools.net/campus/alcorta-elem-221901112
3571,7283,348,220908101,Alice Ponder Elem,Mansfield ISD,B,-2,82,80,658,https://txschools.net/campus/alice-ponder-elem-220908101
3571,7283,348,021902117,Alton Bowen Elem,Bryan ISD,C,-2,77,75,412,https://txschools.net/campus/alton-bowen-elem-021902117
3571,7283,348,140901001,Amherst School,Amherst ISD,B,-2,83,81,102,https://txschools.net/campus/amherst-school-140901001
3571,7283,348,043902001,Anna HS,Anna ISD,B,-2,86,84,1791,https://txschools.net/campus/anna-hs-043902001
3571,7283,348,057905280,Anne Frank Elem,Dallas ISD,B,-2,89,87,1052,https://txschools.net/campus/anne-frank-elem-057905280
3571,7283,348,127901041,Anson MS,Anson ISD,B,-2,82,80,150,https://txschools.net/campus/anson-ms-127901041
3571,7283,348,220905055,Applied Learning Acad,Fort Worth ISD,B,-2,85,83,352,https://txschools.net/campus/applied-learning-acad-220905055
3571,7283,348,101907051,Aragon MS,Cypress-Fairbanks ISD,B,-2,91,89,1436,https://txschools.net/campus/aragon-ms-101907051
3571,7283,348,084910111,Armand Bayou Elem,Clear Creek ISD,B,-2,84,82,506,https://txschools.net/campus/armand-bayou-elem-084910111
3571,7283,348,021902047,Arthur L Davila MS,Bryan ISD,C,-2,75,73,1017,https://txschools.net/campus/arthur-l-davila-ms-021902047
3571,7283,348,061907001,Aubrey HS,Aubrey ISD,B,-2,85,83,1258,https://txschools.net/campus/aubrey-hs-061907001
3571,7283,348,183902101,Baker-Koonce Int,Carthage ISD,C,-2,72,70,571,https://txschools.net/campus/baker-koonce-int-183902101
3571,7283,348,227901187,Baldwin Elem,Austin ISD,A,-2,94,92,507,https://txschools.net/campus/baldwin-elem-227901187
3571,7283,348,043910132,Barksdale Elem,Plano ISD,A,-2,95,93,563,https://txschools.net/campus/barksdale-elem-043910132
3571,7283,348,057909101,Beaver Technology Center,Garland ISD,A,-2,94,92,545,https://txschools.net/campus/beaver-technology-center-057909101
