# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/school-progress-highest
# rows: 7238 (excluding this header and the column row)
# ranking: Texas campuses with the highest School Progress in 2025-26
# population: 7,238 campuses of 8,066 campuses are ranked here.
# population: 420 were not rated by TEA for 2025-26 and are not ranked.
# population: 408 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
106,7238,76,217901001,Aspermont Schools,Aspermont ISD,A,96,210,https://txschools.net/campus/aspermont-schools-217901001
106,7238,76,194902001,Avery School,Avery ISD,A,96,295,https://txschools.net/campus/avery-school-194902001
106,7238,76,043910136,Beverly Elem,Plano ISD,A,96,332,https://txschools.net/campus/beverly-elem-043910136
106,7238,76,061902133,Bluebonnet Elem,Lewisville ISD,A,96,620,https://txschools.net/campus/bluebonnet-elem-061902133
106,7238,76,057905034,Booker T Washington Spva Magnet,Dallas ISD,A,96,977,https://txschools.net/campus/booker-t-washington-spva-magnet-057905034
106,7238,76,203902001,Broaddus HS,Broaddus ISD,A,96,380,https://txschools.net/campus/broaddus-hs-203902001
106,7238,76,106901001,Canadian HS,Canadian ISD,A,96,248,https://txschools.net/campus/canadian-hs-106901001
106,7238,76,101919018,Carl Wunsche Sr HS,Spring ISD,A,96,1511,https://txschools.net/campus/carl-wunsche-sr-hs-101919018
106,7238,76,165901126,Carver Center,Midland ISD,A,96,606,https://txschools.net/campus/carver-center-165901126
106,7238,76,015912006,CAST STEM HS,Southwest ISD,A,96,233,https://txschools.net/campus/cast-stem-hs-015912006
106,7238,76,001902001,Cayuga HS,Cayuga ISD,A,96,195,https://txschools.net/campus/cayuga-hs-001902001
106,7238,76,057909129,Classical Center at Vial Elem,Garland ISD,A,96,591,https://txschools.net/campus/classical-center-at-vial-elem-057909129
106,7238,76,071901009,Clint ISD Early College Academy,Clint ISD,A,96,306,https://txschools.net/campus/clint-isd-early-college-academy-071901009
