# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-campuses/student-achievement-highest
# rows: 8089 (excluding this header and the column row)
# ranking: Texas campuses with the highest Student Achievement in 2025-26
# population: 8,089 campuses of 9,031 campuses are ranked here.
# population: 556 were not rated by TEA for 2025-26 and are not ranked.
# population: 386 reported no figure for this measure and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,district,rating,value,enrollment,url
69,8089,72,084910004,Clear View HS,Clear Creek ISD,A,97,193,https://txschools.net/campus/clear-view-hs-084910004
69,8089,72,220916008,Collegiate Academy of Heb ISD,Hurst-Euless-Bedford ISD,A,97,93,https://txschools.net/campus/collegiate-academy-of-heb-isd-220916008
69,8089,72,079907135,Commonwealth Elem,Fort Bend ISD,A,97,675,https://txschools.net/campus/commonwealth-elem-079907135
69,8089,72,092801001,Dan Chadwick Campus,East Texas Charter Schools,A,97,125,https://txschools.net/campus/dan-chadwick-campus-092801001
69,8089,72,146903041,Devers JH,Devers ISD,A,97,50,https://txschools.net/campus/devers-jh-146903041
69,8089,72,123910013,Dr Martin Luther King Collegiate Academy,Beaumont ISD,A,97,334,https://txschools.net/campus/dr-martin-luther-king-collegiate-academy-123910013
69,8089,72,057903010,Early College HS,Carrollton-Farmers Branch ISD,A,97,351,https://txschools.net/campus/early-college-hs-057903010
69,8089,72,075906001,Fayetteville Schools,Fayetteville ISD,A,97,308,https://txschools.net/campus/fayetteville-schools-075906001
69,8089,72,214903103,Florence J Scott Elem,Roma ISD,A,97,516,https://txschools.net/campus/florence-j-scott-elem-214903103
69,8089,72,079907051,Fort Settlement MS,Fort Bend ISD,A,97,1472,https://txschools.net/campus/fort-settlement-ms-079907051
