# txschools.net — unofficial. Not operated by, endorsed by, or affiliated with the Texas Education Agency.
# source: Texas Education Agency, published publicly at https://txschools.gov
# snapshot: 15 August 2026 — the date this site fetched TEA's data. TEA may have revised it since.
# dataset: ranking board
# page: https://txschools.net/rankings/texas-districts/school-progress-gains
# rows: 1017 (excluding this header and the column row)
# ranking: Texas school districts with the largest School Progress gains since 2023-24
# population: 1,017 districts of 1,020 districts are ranked here.
# population: 1 was not rated by TEA for 2025-26 and is not ranked.
# population: 2 have no figure at the start of the window and are not ranked.
# rank_of is how many rows were actually ranked (can be smaller than the population above); two rows on the same value share a rank ("tied"), and the next rank is skipped.
# empty cell = TEA did not publish that figure. It does not mean zero.
# numbers are unformatted: no thousands separators, no currency symbols, no percent signs.
# lines starting with # are comments — pandas: read_csv(path, comment='#')
rank,rank_of,tied,entity_id,name,county,rating,value,2023_24,2025_26,enrollment,url
57,1017,13,175905,Frost ISD,Navarro,C,12,64,76,459,https://txschools.net/district/frost-isd-175905
57,1017,13,127904,Hawley ISD,Jones,B,12,69,81,773,https://txschools.net/district/hawley-isd-127904
57,1017,13,072908,Huckabay ISD,Erath,A,12,75,87,345,https://txschools.net/district/huckabay-isd-072908
57,1017,13,069902,Nueces Canyon CISD,Edwards,B,12,71,83,198,https://txschools.net/district/nueces-canyon-cisd-069902
57,1017,13,116908,Quinlan ISD,Hunt,C,12,67,79,2974,https://txschools.net/district/quinlan-isd-116908
57,1017,13,067907,Ranger ISD,Eastland,D,12,59,71,262,https://txschools.net/district/ranger-isd-067907
57,1017,13,196903,Refugio ISD,Refugio,B,12,71,83,591,https://txschools.net/district/refugio-isd-196903
57,1017,13,128903,Runge ISD,Karnes,C,12,61,73,172,https://txschools.net/district/runge-isd-128903
57,1017,13,244903,Vernon ISD,Wilbarger,C,12,68,80,1685,https://txschools.net/district/vernon-isd-244903
71,1017,16,183901,Beckville ISD,Panola,B,11,73,84,652,https://txschools.net/district/beckville-isd-183901
71,1017,16,025904,Blanket ISD,Brown,B,11,66,77,151,https://txschools.net/district/blanket-isd-025904
71,1017,16,116916,Boles ISD,Hunt,B,11,71,82,530,https://txschools.net/district/boles-isd-116916
71,1017,16,103901,Channing ISD,Hartley,B,11,73,84,118,https://txschools.net/district/channing-isd-103901
71,1017,16,204901,Coldspring-Oakhurst CISD,San Jacinto,C,11,64,75,1587,https://txschools.net/district/coldspring-oakhurst-cisd-204901
71,1017,16,148905,Darrouzett ISD,Lipscomb,D,11,58,69,97,https://txschools.net/district/darrouzett-isd-148905
71,1017,16,082902,Dilley ISD,Frio,C,11,63,74,830,https://txschools.net/district/dilley-isd-082902
71,1017,16,108903,Edcouch-Elsa ISD,Hidalgo,D,11,65,76,4162,https://txschools.net/district/edcouch-elsa-isd-108903
71,1017,16,174903,Garrison ISD,Nacogdoches,A,11,81,92,739,https://txschools.net/district/garrison-isd-174903
71,1017,16,246904,Georgetown ISD,Williamson,B,11,69,80,13951,https://txschools.net/district/georgetown-isd-246904
71,1017,16,095903,Hale Center ISD,Hale,B,11,70,81,553,https://txschools.net/district/hale-center-isd-095903
71,1017,16,072909,Lingleville ISD,Erath,B,11,71,82,264,https://txschools.net/district/lingleville-isd-072909
71,1017,16,181908,Little Cypress-Mauriceville CISD,Orange,C,11,66,77,3342,https://txschools.net/district/little-cypress-mauriceville-cisd-181908
71,1017,16,007904,Lytle ISD,Atascosa,D,11,62,73,1803,https://txschools.net/district/lytle-isd-007904
71,1017,16,112907,Miller Grove ISD,Hopkins,B,11,72,83,314,https://txschools.net/district/miller-grove-isd-112907
71,1017,16,111903,Tolar ISD,Hood,A,11,76,87,898,https://txschools.net/district/tolar-isd-111903
71,1017,16,181906,West Orange-Cove CISD,Orange,C,11,62,73,2502,https://txschools.net/district/west-orange-cove-cisd-181906
88,1017,26,072904,Bluff Dale ISD,Erath,B,10,69,79,226,https://txschools.net/district/bluff-dale-isd-072904
88,1017,26,121903,Buna ISD,Jasper,C,10,69,79,1412,https://txschools.net/district/buna-isd-121903
88,1017,26,007901,Charlotte ISD,Atascosa,B,10,69,79,422,https://txschools.net/district/charlotte-isd-007901
